cellule ;charge_CCE;charge_PRB;CQI;débit;NBR_UE;Trafic ;congested ;rsrp;sinr;bler_dl;ho_success_rate;ue_speed;call_drop_rate_pct;status
3865;55,29939421;86,5;10,65384147;4,674602509;4,968404652;9,874753833;1;-87,2;4,33;10,65;72,65;33,1;3,4;CONGESTED
3866;46,59652191;73;10,13169209;4,676040649;4,31341362;7,384187579;0;-87,85;4,64;8,97;76,49;49;2,79;BAD_HANDOVER
3867;24,4927133;51;10,01065081;4,676193714;2,720315639;3,364170432;0;-86,45;4,75;8,44;79,86;98,2;1,79;BAD_HANDOVER
3868;54,36098083;77,66666667;9,807125372;4,67640686;3,343612889;6,302345037;0;-99,36;-0,1;14,95;70;43,1;3,77;CONGESTED
3869;18,55795353;19;9,354904416;4,677402496;1,15186595;0,491507053;0;-92,23;1,28;10,07;74,89;83,4;1,65;BAD_HANDOVER
3870;36,78309691;55,83333333;8,915223366;4,67838192;2,232854357;3,008836031;0;-97,7;-0,04;13,37;70;22,1;2,56;BAD_HANDOVER
3871;24,32304212;32,5;7,900671342;4,681052685;1,478560808;1,023780465;0;-91,54;3,77;10,22;72,23;45,9;1,38;BAD_HANDOVER
3872;24,96147707;44,16666667;9,647258627;4,681754589;1,577402592;1,159678817;0;-95,46;0,4;12,31;70;114,3;1,92;BAD_HANDOVER
3873;17,9162236;11,33333333;10,20378146;4,682151794;1,26250168;0,477126241;0;-104,27;-0,2;13,8;70;64,3;2,01;BAD_HANDOVER
3874;36,21000521;58,66666667;8,199753568;4,682313919;2,071293208;2,841727495;0;-92,16;0,37;13,28;70;114,1;2,81;BAD_HANDOVER
3875;10,77809185;15;7,243300063;4,682781696;1,274818596;0,235476375;0;-105,39;-0,84;14,67;70;116,3;2,18;BAD_HANDOVER
3876;47,78247494;62,16666667;8,378174217;4,684648991;2,563732037;4,00510931;0;-83,26;6,21;10,02;74,67;22,5;2,41;BAD_HANDOVER
3877;28,84200039;45,66666667;10,88195012;4,685714722;1,670580892;1,747715831;0;-81,47;7,42;7,31;82,55;86,2;1,38;GOOD_CELL
3878;36,39064096;63,5;9,678824905;4,687289238;2,781176126;3,887784243;0;-98,26;0,67;11,82;73,51;17,9;2,87;BAD_HANDOVER
3879;17,84284876;32,5;6,523870712;4,688538551;1,216987633;0,765000224;0;-95,25;0,93;13,48;70;58,8;1,8;BAD_HANDOVER
3880;27,08158165;39;8,588952549;4,690689564;1,924912498;1,818707108;0;-94,6;-0,68;14,03;70;48,8;1,92;BAD_HANDOVER
3881;48,25999399;72,33333333;9,853934059;4,69160223;3,335478496;4,474024415;0;-93,16;1,53;14,41;70;2,2;3,42;BAD_HANDOVER
3882;25,10129861;34,83333333;9,036409268;4,692227364;1,175010185;0,874388695;0;-92,04;1,97;12,55;72,61;87,9;1,65;BAD_HANDOVER
3883;37,96274482;73;10,08745883;4,693265915;3,736470396;6,4714185;0;-103,27;-1,01;14,37;70;16,5;3,59;BAD_HANDOVER
3884;24,88885381;51;7,864693258;4,69410181;1,433862878;1,596658945;0;-100,15;0,46;14,55;70;25,1;2,59;BAD_HANDOVER
3885;31,06088644;39;8,58778164;4,695151806;1,454230541;1,271413445;0;-90,8;2,66;10,38;72,8;19;1,8;BAD_HANDOVER
3886;50,14746317;70,5;10,46465144;4,695314407;4,107651752;7,381184459;1;-92,75;2,41;10,87;73,74;23,6;2,89;CONGESTED
3887;28,76026109;34,55555556;9,074438739;4,696377277;1,408427024;1,099289179;0;-98,3;0,69;13,03;70;109,9;1,82;BAD_HANDOVER
3888;19,40236551;32,16666667;6,364168581;4,697587013;1,204686891;0,72207737;0;-101,62;-0,73;15;70;23,7;2,17;BAD_HANDOVER
3889;21,7623176;33,33333333;7,675085688;4,698299408;1,29098399;0,912720203;0;-93,18;3,2;8,41;75,45;35;1,29;BAD_HANDOVER
3890;8,098528167;9;9,04585859;4,698740959;1,035059975;0,078068018;0;-97,1;-0,23;14,19;70;23;2,1;BAD_HANDOVER
3891;31,85042927;65;9,140745667;4,699973583;2,240642703;3,467100501;0;-90,08;1,79;11,1;72,69;10,7;2,69;BAD_HANDOVER
3892;4,171959841;5,166666667;8,055398439;4,701869488;1,001177856;0,00090909;0;-89,67;3,17;11,13;71,25;64,8;1,48;BAD_HANDOVER
3893;43,44863546;84,33333333;10,92528717;4,702532291;5,255351943;9,822553515;0;-91,49;5,07;9,29;78,81;44,6;3;BAD_HANDOVER
3894;9,284408695;14;8,127668914;4,703271389;1,134212152;0,255241632;0;-93,4;3,53;10,6;74,79;94,4;1,59;BAD_HANDOVER
3895;29,95913113;38,38709677;8,457681847;4,703344822;2,010869833;1,970854044;0;-93,56;1,6;12,74;70;12;1,75;BAD_HANDOVER
3896;41,34061314;82,66666667;10,67839931;4,703567982;5,179475208;9,815698743;0;-90,59;1,47;12,58;70;28,1;3,45;BAD_HANDOVER
3897;18,75524539;17,66666667;9,657337087;4,703888416;1,280108148;0,474703908;0;-98,65;1,23;11,84;70;72,2;1,73;BAD_HANDOVER
3898;33,25234808;37,16666667;9,272868803;4,705670834;1,71990431;1,630139351;0;-102,96;-1,21;13,68;70;88,1;2,24;BAD_HANDOVER
3899;45,58471748;89,66666667;11,271151;4,706017017;6,029717193;11,9723022;0;-92,02;2,81;12,2;70;55,2;3,88;BAD_HANDOVER
3900;40,46514017;40,5;9,601226652;4,707368374;1,977728368;2,234688163;0;-93,63;3,16;9,66;75,81;106,6;1,35;BAD_HANDOVER
3901;11,45140904;16,5;11,66847748;4,709585667;1,116810781;0,362707257;0;-93,51;1,59;13,76;70;118,7;1,77;BAD_HANDOVER
3902;6,882880405;5,833333333;7,871164878;4,709663391;1,011927253;0,049919486;0;-95,66;1,75;11,85;72,08;103,2;1,58;BAD_HANDOVER
3903;24,71704593;22,5;8,775659389;4,710057735;1,333789604;0,672406316;0;-106,26;-2,62;15;70;33,6;2,43;BAD_HANDOVER
3904;11,58105239;11,33333333;6,520242336;4,711705208;1,111835298;0,258318424;0;-80,53;7,48;6;84,52;74,6;0,99;GOOD_CELL
3905;55,14117502;54,5;9,165253376;4,712104321;2,341491215;3,369501352;0;-81,29;4,81;9,65;78,93;106,5;1,94;BAD_HANDOVER
3906;31,38450059;39,5;8,057463482;4,713129997;1,688510698;1,521427751;0;-97,55;1,47;12,49;70;60,5;1,88;BAD_HANDOVER
3907;49,47651895;71,5;9,436006033;4,715114117;3,976860158;6,820136547;0;-90,83;3,92;9,44;76,08;59,9;2,7;BAD_HANDOVER
3908;8,346476674;17,66666667;9,030973703;4,716814995;1,032236353;0,336314678;0;-94,56;3,81;8,65;76,14;88,9;1,25;BAD_HANDOVER
3909;25,31324144;32,16666667;8,123667641;4,717143059;1,261460577;0,986437917;0;-93,73;0,6;10,74;73,92;101,4;1,54;BAD_HANDOVER
3910;24,35481371;22,83333333;9,289867201;4,718067169;1,304027119;0,801817536;0;-93,28;2,52;11,59;73,86;57,5;1,53;BAD_HANDOVER
3911;6,217709574;7;4,710165565;4,718446732;1;0,000173807;0;-89,63;2,23;13,22;70;34,7;1,76;BAD_HANDOVER
3912;26,66936006;41;8,693985309;4,719747543;1,363865847;1,027782202;0;-98,35;-0,02;12,51;71,07;75,8;1,88;BAD_HANDOVER
3913;22,30663762;44,66666667;11,32445096;4,720045567;1,389048831;1,322650194;0;-91,42;2,01;11,41;71,6;37;1,93;BAD_HANDOVER
3914;33,14593588;54,77777778;9,362123257;4,720187187;3,496350665;3,395865798;0;-91,46;1,17;11,4;72,21;58,4;2,5;BAD_HANDOVER
3915;5,40351762;24,16666667;8,550256829;4,72074461;1,251234071;0,567302585;0;-107,74;-4,07;15;70;47;2,71;BAD_HANDOVER
3916;38,86110261;60,5;8,904391059;4,722762108;1,606935974;2,176662803;0;-87,66;3,27;9,84;75,76;48,4;2,21;BAD_HANDOVER
3917;8,22683827;10,16666667;10,19451246;4,723475933;1,019657212;0,1762712;0;-91,71;1,27;13,31;70;20,9;1,56;BAD_HANDOVER
3918;21,65903556;34,66666667;7,363784915;4,723653793;1,311786803;0,940109611;0;-97,91;2,29;10,83;70;1,3;1,56;BAD_HANDOVER
3919;31,76799145;66,5;9,060545042;4,725031853;2,138555933;3,305832267;0;-94,76;1,88;11,97;70;76;2,9;BAD_HANDOVER
3920;13,08166244;18;8,148348163;4,726895809;1,26040306;0,444749594;0;-92,44;1,56;14,4;70;29,4;1,9;BAD_HANDOVER
3921;7,20676859;8,5;12,01174909;4,727698803;1,027001118;0,123772979;0;-96,42;2,69;11,41;72,94;36,8;1,48;BAD_HANDOVER
3922;16,93725366;27,83333333;7,48216056;4,728580475;1,169617558;0,658246994;0;-92,37;2,88;10,17;76,41;109,8;1,57;BAD_HANDOVER
3923;12,16969101;13,33333333;9,539006786;4,729764938;1,115421344;0,298339248;0;-105,25;1,31;12,34;73,09;58,3;1,83;BAD_HANDOVER
3924;7,481110471;37,16666667;7,965025203;4,73155117;1,603438469;1,340387106;0;-93,94;2,39;12,76;70;35,8;1,98;BAD_HANDOVER
3925;31,65478002;44,33333333;8,788170846;4,732659817;1,340734227;1,315997005;0;-89,45;2,2;12,44;71,16;11,3;2,1;BAD_HANDOVER
3926;52,24804562;70,83333333;9,646548307;4,733812332;3,942011151;6,966968298;0;-91,24;1,54;11,34;72,41;51,1;3,07;CONGESTED
3927;13,36268809;14,83333333;8,990059485;4,734852314;1,196433261;0,295705318;0;-93,91;-0,07;13,56;70;102,9;1,87;BAD_HANDOVER
3928;8,094370638;16;11,72712204;4,734887123;1,160846564;0,401049972;0;-98,9;1,63;12,02;70;17,9;1,77;BAD_HANDOVER
3929;31,6242888;66;6,772676833;4,735529423;2,429232165;3,778569698;0;-94,65;0,87;12,7;72,84;34;3,05;BAD_HANDOVER
3930;10,81122116;17;7,242082775;4,736293316;1,023081931;0,323858142;0;-100,93;-0,04;13,46;70;54,8;1,83;BAD_HANDOVER
3931;34,95285548;73,83333333;9,275154344;4,737197876;2,121053177;1,561082721;0;-94,4;0,6;13,13;70;1,1;3,27;BAD_HANDOVER
3932;6,460112892;15,83333333;9,739394732;4,738772392;0,697736198;0,198818564;0;-95,87;2,15;11,69;70;4,1;1,68;BAD_HANDOVER
3933;38,94088398;72,5;8,655461104;4,740497112;3,188995048;5,16689086;0;-92,5;1,86;12,54;70;32,8;2,92;BAD_HANDOVER
3934;27,95286168;55,83333333;9,278788245;4,740737915;1,379183235;1,708695769;0;-88,06;5,94;7,66;78,21;54,6;1,82;BAD_HANDOVER
3935;41,63612434;33,83333333;11,73351871;4,741560936;2,100781175;3,06096673;0;-90,75;3,7;11,76;73,29;104,9;1,45;BAD_HANDOVER
3936;41,24465466;71,16666667;9,40990507;4,742519379;1,265820659;1,917194724;0;-99,16;2,21;10,21;72,15;91,8;2,91;BAD_HANDOVER
3937;32,41077721;26;9,930975376;4,744331837;1,568691481;1,149773479;0;-99,84;-0,2;13,53;70;61,6;1,89;BAD_HANDOVER
3938;16,47633794;25,33333333;6,897552898;4,744410515;1,225358748;0,495752692;0;-99,33;-1,45;14,46;70;84,6;2,28;BAD_HANDOVER
3939;10,92884374;21,33333333;8,633893791;4,74696207;1,179720217;0,570222855;0;-99,35;-0,69;13,19;70;109,8;2,12;BAD_HANDOVER
3940;44,39183172;69,16666667;10,27682762;4,747943878;3,297292973;5,354410291;0;-100,19;-1,34;15;70;84,7;3,54;BAD_HANDOVER
3941;54,82332051;82,33333333;10,13931128;4,74814415;5,072014922;9,982959151;1;-85,04;1,62;11,98;70;80,5;3,45;CONGESTED
3942;24,08213036;29,5;7,569555135;4,749639511;1,315344071;0,84440124;0;-88,5;6,42;6,67;83,16;96,5;1,1;GOOD_CELL
3943;37,40230107;60;9,16693067;4,749653816;1,697499545;2,294950485;0;-97,96;-0,17;14,71;70;74,8;2,96;BAD_HANDOVER
3944;7,237589131;5,166666667;11,06891212;4,749901772;1,006632709;0,041850805;0;-94,75;2,49;12,62;70;68,6;1,62;BAD_HANDOVER
3945;6,017939545;5,666666667;8,809554639;4,750630379;0,970309886;0,022006035;0;-82,61;4,75;7,28;82,57;66,3;1,29;GOOD_CELL
3946;10,50367625;11,16666667;9,935946331;4,750766277;1,627841359;0,320524931;0;-103,89;0,45;13,8;70;90,5;2,1;BAD_HANDOVER
3947;6,969839834;12,83333333;6,924984669;4,751060486;1,00875477;0,20093298;0;-93,02;3,92;9,89;76,54;18;1,47;BAD_HANDOVER
3948;19,97027222;20,5;8,85352972;4,752426624;1,24893089;0,575620055;0;-84,98;3,11;10,29;75,19;60,6;1,43;BAD_HANDOVER
3949;31,91203318;36;9,440843099;4,754353046;1,705309146;1,501456738;0;-94,26;3,01;9,95;78,58;88,5;1,37;BAD_HANDOVER
3950;26,39231927;32,66666667;9,548661848;4,75461483;2,739916852;2,374238253;0;-97,76;1,69;12,33;70;7,2;1,92;BAD_HANDOVER
3951;16,35925962;35,33333333;9,405415033;4,755340099;0,958109905;0,694935083;0;-88,65;0,82;14,29;70;42,8;2,02;BAD_HANDOVER
3952;21,2490729;14;9,444004766;4,755402565;1,188642814;0,467975259;0;-83,7;3,68;9,4;71,68;57,6;1,36;BAD_HANDOVER
3953;7,863715962;8,333333333;9,182844176;4,755424976;1,009564166;0,114532351;0;-95,91;-0,84;15;70;115,4;2,07;BAD_HANDOVER
3954;6,472004129;7,666666667;9,253272964;4,755950451;0,973022251;0,077152729;0;-89,03;1,62;11,53;70,67;37,8;1,68;BAD_HANDOVER
3955;9,201840124;16,83333333;6,595846603;4,757347107;1,000310259;0,263297915;0;-99,8;0,8;13,72;70;108,7;1,88;BAD_HANDOVER
3956;25,4554645;37,5;7,895676556;4,759026527;1,156257625;0,930224657;0;-93,68;0,38;13,61;70;99,4;1,88;BAD_HANDOVER
3957;39,88886806;53,83333333;7,725051642;4,759078026;1,746147738;2,124694347;0;-91,8;2,3;13,23;70;9,4;2,48;BAD_HANDOVER
3958;44,77064172;65,33333333;10,51347871;4,759358406;2,780986924;4,220603943;0;-97,26;2,09;12,41;70,41;60,7;2,74;BAD_HANDOVER
3959;47,63744156;58,16666667;9,554297554;4,75941658;2,713304042;4,326833129;0;-97,65;2;10,35;72,48;46,5;2,23;BAD_HANDOVER
3960;29,72885906;29,16666667;8,04081437;4,760091305;1,436923921;1,02854836;0;-91,84;2,27;11,99;71,72;51,1;1,55;BAD_HANDOVER
3961;9,756278815;12;8,790383687;4,760817051;1,268355385;0,248083711;0;-90,63;4,06;10,93;76,09;5,5;1,34;BAD_HANDOVER
3962;36,65416046;43,5;9,903135287;4,761377811;2,035618898;2,229195833;0;-100,25;0,81;12,83;70;99,7;2,06;BAD_HANDOVER
3963;35,32247811;65,16666667;10,33842094;4,761460781;3,557727156;5,954243541;0;-98,04;0,04;14,75;70;115,1;3,13;BAD_HANDOVER
3964;47,85633503;47;10,29105067;4,761719227;2,178001351;3,410191178;0;-92,91;2,02;13,05;70;93;2,08;BAD_HANDOVER
3965;49,04821057;80,33333333;10,43313643;4,762496948;5,126450771;9,737586737;0;-102,71;-3,21;15;70;17,4;4,11;BAD_HANDOVER
3966;43,74048033;71,83333333;9,799854162;4,764060974;3,390230693;5,794605136;0;-100,13;-1,29;15;70;10,1;3,45;BAD_HANDOVER
3967;33,97626166;59,16666667;9,254625252;4,764168262;1,890836759;2,448586226;0;-93,37;2,23;12,66;70;90,6;2,66;BAD_HANDOVER
3968;41,36876264;62,66666667;8,555160561;4,767395496;1,523815826;2,113555312;0;-90,97;3,45;10,12;75,96;22,4;2,45;BAD_HANDOVER
3969;32,52095872;40,5;8,802009051;4,767499924;1,564775504;1,298079491;0;-93,63;-0,45;14,38;70;20,6;2,02;BAD_HANDOVER
3970;15,83910248;14,16666667;9,192071249;4,767994404;1,145588439;0,408855438;0;-95,38;0,56;14,56;70;57,2;2,05;BAD_HANDOVER
3971;32,86599214;53,16666667;10,02370103;4,768747807;1,827095224;2,602917075;0;-86,59;4,89;7,89;82,39;8,3;1,71;GOOD_CELL
3972;45,5184416;84,83333333;10,8353813;4,771981716;1,538384601;2,873387218;0;-93,99;1,45;11,91;70;95,7;3,71;BAD_HANDOVER
3973;35,41197936;49,5;8,548724349;4,773222923;1,842708922;2,073916316;0;-97,64;0,7;11,97;70,83;32,6;2,27;BAD_HANDOVER
3974;41,02260994;77,83333333;9,934810197;4,773459435;3,770168159;6,581873178;0;-105,36;-1,96;15;70;3,3;4,08;BAD_HANDOVER
3975;21,54822588;25;8,248832447;4,773710251;1,19665206;0,591616631;0;-92,37;1,71;14;70;55,5;1,91;BAD_HANDOVER
3976;30,81719865;44,66666667;10,84466754;4,774830341;2,379242101;2,809046745;0;-97,25;1,64;11,6;72,17;70,1;1,88;BAD_HANDOVER
3977;21,48754499;38,5;7,981193564;4,776430607;1,544118588;1,236537814;0;-96,74;0,25;15;70;85,8;1,92;BAD_HANDOVER
3978;41,17232619;58,33333333;8,058328103;4,777924538;2,499233966;3,661714554;0;-95,53;1,66;12,99;71,05;73,5;2,42;BAD_HANDOVER
3979;44,69674591;51,66666667;8,808070835;4,778474808;1,423613083;1,879113555;0;-99,31;0,39;14,56;70;15,5;2,42;BAD_HANDOVER
3980;42,99604556;77,5;8,30546571;4,778682232;2,878598575;5,063050389;0;-92,63;4,17;9,93;78,98;101,2;2,9;BAD_HANDOVER
3981;40,16733567;77,66666667;9,764717583;4,778850079;2,653831479;4,639943004;0;-95,69;4,18;10,58;72,86;64,6;3,06;BAD_HANDOVER
3982;29,62402106;32;8,974693155;4,77947855;1,548215307;1,24477756;0;-81,74;7,49;5,08;86,96;62,7;0,85;GOOD_CELL
3983;42,70064824;82,66666667;9,601724985;4,779544353;4,13165673;7,645096183;0;-98,28;0,79;13,34;70;50,3;3,85;BAD_HANDOVER
3984;25,27890375;31,33333333;11,02465253;4,780836582;1,492885955;1,191973686;0;-93,6;2,96;11,79;70;86,8;1,69;BAD_HANDOVER
3985;16,65287372;16,33333333;9,799159586;4,781988621;1,149194806;0,550238848;0;-98,04;1,25;13,56;70;17,1;1,87;BAD_HANDOVER
3986;38,25831035;35,83333333;9,952796995;4,782953262;2,283757691;2,582183361;0;-91,35;3,27;9,82;77,11;101,1;1,6;BAD_HANDOVER
3987;19,08858741;20;9,678237708;4,783157825;1,179323244;0,469771743;0;-99,44;1,04;12,44;70;11;1,67;BAD_HANDOVER
3988;5,885143307;19,33333333;10,09484215;4,783648014;1,057230114;0,422855139;0;-94,61;3,37;12,39;72,84;90,2;1,63;BAD_HANDOVER
3989;51,50886935;89,66666667;9,280027189;4,783860683;3,037269577;3,104080677;0;-94,63;2,4;15;70;48,2;3,87;CONGESTED
3990;23,17607664;24,55555556;8,071055391;4,784386158;1,244631131;0,504790664;0;-92,92;2,4;11,81;70;69,4;1,65;BAD_HANDOVER
3991;47,23494257;65,83333333;10,40340189;4,784677505;3,811521726;6,539085865;0;-104,4;-2,19;15;70;34,4;3,58;BAD_HANDOVER
3992;45,42520565;46,33333333;9,381339728;4,78469038;1,888271317;2,214268684;0;-92,12;0,4;13,71;70;108,5;2,09;BAD_HANDOVER
3993;38,91544126;52,16666667;8,98717295;4,784958839;1,904424898;2,283700824;0;-94,49;3,65;10,42;71,93;94,6;2,19;BAD_HANDOVER
3994;13,33182958;14,5;9,582943475;4,785506248;1,119070849;0,399140358;0;-89,08;2,35;13,86;70;33,2;2,07;BAD_HANDOVER
3995;45,59370711;75;10,25435975;4,78597641;3,535370955;6,356885552;0;-98,97;-0,89;15;70;22,4;3,48;BAD_HANDOVER
3996;28,2219843;37,33333333;9,746251665;4,787010193;1,794373846;1,565325022;0;-95,63;0,2;15;70;108,6;1,88;BAD_HANDOVER
3997;18,32316599;21,83333333;7,367829743;4,787080765;1,231107148;0,60660553;0;-99,8;0,05;15;70;2,6;1,86;BAD_HANDOVER
3998;32,22709444;56,5;9,525094441;4,787471771;1,578906735;1,68656826;0;-99,22;0,14;15;70;67;2,57;BAD_HANDOVER
3999;15,63115892;14,83333333;7,907580256;4,787846565;1,382394732;0,453123569;0;-91,86;3,03;10,59;70,98;99,7;1,48;BAD_HANDOVER
4000;6,560763919;14,5;10,26308966;4,788553715;1,076299749;0,172264695;0;-92,31;1,28;10,49;74,88;70,5;1,51;BAD_HANDOVER
4001;9,538104524;9,666666667;10,70694361;4,789198875;1,103723793;0,366882682;0;-95,7;1,47;12,27;70;105,6;1,66;BAD_HANDOVER
4002;35,31452591;62;8,139057408;4,790826797;2,0917177;2,983586907;0;-94,29;1,93;11,82;70;97,7;2,7;BAD_HANDOVER
4003;28,84159376;41,66666667;10,41303306;4,791239738;1,669017829;1,595577359;0;-93,44;-0,17;12,94;70;104,7;2,06;BAD_HANDOVER
4004;29,24248719;35,5;9,215858757;4,792139053;1,465419843;1,188195825;0;-91,15;3,3;11,07;71,87;46,7;1,74;BAD_HANDOVER
4005;24,58363485;72,66666667;10,2867228;4,79283905;1,23507121;1,904819489;0;-92,08;4,12;10,76;72,29;1,4;2,93;BAD_HANDOVER
4006;40,04041423;71,66666667;9,03944634;4,794023991;2,940105105;4,68882215;0;-86,06;3,74;10,73;73,19;91,4;2,88;BAD_HANDOVER
4007;31,85154462;75,5;10,00408645;4,794916153;3,72722581;6,514182448;0;-95,12;1,37;11,44;74,04;51,1;3,28;BAD_HANDOVER
4008;5,38669671;6,333333333;11,38176727;4,796122551;1;0,00663507;0;-87,55;3,78;10,37;75,07;62,9;1,52;BAD_HANDOVER
4009;3,308951066;5,333333333;5,273188383;4,79629612;1;3,09E-05;0;-96,61;1,36;14,06;70;52,1;1,9;BAD_HANDOVER
4010;18,99159287;21,83333333;8,208450945;4,797941685;1,27607237;0,584010959;0;-92,2;2,75;11,58;70;30,5;1,71;BAD_HANDOVER
4011;20,16637194;40,83333333;10,13735161;4,798109055;1,089715523;0,203567386;0;-93,65;0,51;14,51;70;44,3;1,96;BAD_HANDOVER
4012;5,513501137;7,166666667;12,87874972;4,799015045;0,996276503;0,013010979;0;-91,17;4,31;9,75;73,81;116,9;1,45;BAD_HANDOVER
4013;8,73163075;50,83333333;8,855070079;4,800188541;1,765042648;1,970607042;0;-94,83;0,3;13,08;70;38,1;2,65;BAD_HANDOVER
4014;39,56878069;30,66666667;9,995728574;4,8004632;1,66998618;2,034446478;0;-86,2;0,92;13,22;70;113,8;1,92;BAD_HANDOVER
4015;30,89689861;42,16666667;8,664294646;4,801698685;1,388349179;1,335521936;0;-105,17;-1,43;14,73;70;29,6;2,65;BAD_HANDOVER
4016;26,80553113;60,16666667;10,48783849;4,802423;2,681207685;4,075911164;0;-90,7;4,48;9,36;74,98;4,3;2,15;BAD_HANDOVER
4017;36,73529211;46,5;10,56753175;4,802855492;1,519356855;1,830569983;0;-91,51;3,38;9,77;73,61;54,2;1,94;BAD_HANDOVER
4018;55,25105905;67,83333333;8,847036737;4,803237438;3,285947271;5,385299563;0;-91,16;2,24;11,84;70;6,8;2,85;CONGESTED
4019;45,54552071;58,83333333;9,290120089;4,803332329;2,6789746;4,222513795;0;-86,24;3,63;9,27;72,5;9,2;2,17;BAD_HANDOVER
4020;39,40272878;53,33333333;6,994895212;4,805215836;1,499454295;1,831320763;0;-88,37;5,06;9,29;76,93;98,7;1,88;BAD_HANDOVER
4021;26,47138618;37;8,641857664;4,806223869;1,443969962;1,110299945;0;-102,02;2,47;12,61;70;35,7;1,83;BAD_HANDOVER
4022;27,48076883;42,66666667;8,906274754;4,806428909;1,529345776;1,29978466;0;-89,37;5,2;7,34;80,39;42;1,31;GOOD_CELL
4023;43,63684332;76;9,100300388;4,807321548;2,479074978;4,381493926;0;-97,21;-1;15;70;110,8;3,35;BAD_HANDOVER
4024;48,12735859;51,33333333;10,62293633;4,807929993;2,748862957;4,421864271;0;-93,9;1,23;12,3;71,3;95,2;2,39;BAD_HANDOVER
4025;15,76425798;20;11,08546068;4,807976246;1,021619912;0,440651655;0;-92,76;1,74;9,8;77,9;18,4;1,63;BAD_HANDOVER
4026;35,96373395;48,83333333;9,651088488;4,80852747;2,1129655;2,565564871;0;-99,23;-0,68;15;70;97,6;2,44;BAD_HANDOVER
4027;6,05042964;6,166666667;10,69867364;4,808532238;0,845500754;0,034707427;0;-101,85;0,63;11,67;70;114,8;1,91;BAD_HANDOVER
4028;7,684540967;11,5;5,685899353;4,811046124;0,91848991;0,153850555;0;-94,22;3,09;10,55;72,01;47;1,65;BAD_HANDOVER
4029;34,45357965;53,16666667;8,762997201;4,811675072;2,241804284;3,028522134;0;-94,28;2,29;12,91;70;9,7;2,34;BAD_HANDOVER
4030;14,23581405;10,66666667;7,708363755;4,813060284;1,157868929;0,257422686;0;-97,88;-1,06;13,77;70;25,8;2,1;BAD_HANDOVER
4031;12,06853744;17,83333333;8,411264623;4,813128948;1,096073834;0,361558676;0;-99,56;-0,23;12,9;70;74;1,87;BAD_HANDOVER
4032;44,18901835;53;9,234910395;4,813884735;2,055743999;2,697136283;0;-94,97;2,91;10,77;71,18;2,2;2,36;BAD_HANDOVER
4033;19,71876395;21,16666667;7,49599098;4,814594746;1,262337462;0,621041179;0;-96,5;1,75;8,8;77,27;16,1;1,47;BAD_HANDOVER
4034;4,408751937;15,83333333;8,379088273;4,814987183;1,079258673;0,578766227;0;-95,29;1,88;12,84;70;21,8;1,7;BAD_HANDOVER
4035;18,70147889;26,66666667;9,681483907;4,815374851;1,193445931;0,680957079;0;-85,76;5,6;8,14;79,58;38,6;1,22;BAD_HANDOVER
4036;10,25558004;14,33333333;10,27194775;4,816280842;1,038579855;0,133942962;0;-92,08;2,96;10,02;79,64;64,2;1,34;BAD_HANDOVER
4037;5,157555415;5,166666667;5,551148276;4,81650877;0,935892683;0,01594305;0;-88,31;5,64;9,9;76,37;29,3;1,27;BAD_HANDOVER
4038;12,80870391;17,16666667;6,439565407;4,816695213;1,039698442;0,337575436;0;-98,11;2,93;11,59;70;108,8;1,53;BAD_HANDOVER
4039;43,51067868;35;10,07271044;4,817492485;1,77686147;2,368085265;0;-86,98;3,77;11,4;70;84,8;1,45;BAD_HANDOVER
4040;8,859161986;55;8,838735207;4,818089962;1,836775373;2,183223963;0;-95,11;2,1;11,86;70,72;73,6;2,24;BAD_HANDOVER
4041;35,38461026;55;9,594272377;4,818258762;2,396961843;3,465582848;0;-94,34;1,26;11,91;70,71;63,4;2,49;BAD_HANDOVER
4042;40,00431543;55;9,522337196;4,818498135;2,521347366;3,251278639;0;-94,69;2,63;10,43;73,28;110,6;2,29;BAD_HANDOVER
4043;16,25627418;9;8,448673534;4,818915367;1,104353355;0,296352744;0;-93,16;1,33;9,58;77,05;106,1;1,3;BAD_HANDOVER
4044;47,77936718;80,66666667;8,399333509;4,821338654;2,610611439;4,624899983;0;-102,74;0,12;14,07;70;27,4;3,62;BAD_HANDOVER
4045;44,08000529;66,83333333;10,06905711;4,821347237;2,868844302;4,864341021;0;-94,99;1,25;13,26;70;12,4;2,87;BAD_HANDOVER
4046;26,52460184;32;10,25014042;4,821725368;1,513616287;1,134590745;0;-91,59;-0,11;15;70;76,1;2,08;BAD_HANDOVER
4047;24,61439511;27,33333333;9,545941995;4,821858406;1,397620493;0,903940916;0;-87,86;4,77;10,25;76,97;20,5;1,18;BAD_HANDOVER
4048;45,21554045;77,16666667;10,01417356;4,821938515;3,49916961;6,067674279;0;-92,74;3,33;9,85;77,63;106,1;2,67;BAD_HANDOVER
4049;33,65875462;57,83333333;9,174845094;4,822180271;2,809406895;3,825633645;0;-98,33;1,47;11,07;70;58,7;2,43;BAD_HANDOVER
4050;40,6801541;74,33333333;9,716136957;4,822237015;3,295831359;5,649782062;0;-101,89;-0,14;13,92;70;93;3,77;BAD_HANDOVER
4051;37,79272005;62,66666667;8,905230596;4,822571278;2,672590232;4,07331717;0;-93,34;1,91;12,9;70;97,6;2,64;BAD_HANDOVER
